Source Port,Target Port,Traveltime
Port2,Zhangjiagang,3.1367897880539504
Zhangjiagang,Port2,7.047592640692641
Port2,Port5,3.779792148362236
Port5,Port2,8.492260281385281
Port2,Port6,3.9178058766859354
Port6,Port2,8.802343073593073
Port2,Jiangyin,4.870893834296726
Jiangyin,Port2,10.943696536796535
Port2,Gaogang,7.857406358381504
Gaogang,Port2,17.653653246753247
Port2,Port7,10.31270857418112
Port7,Port2,23.170111471861468
Port2,Zhenjiang,10.506731984585743
Zhenjiang,Port2,23.6060341991342
Port2,Port8,12.98790780346821
Port8,Port2,29.18062402597402
Port2,Port9,13.67729696531792
Port9,Port2,30.729511363636355
Port2,Nanjing,14.360296531791908
Nanjing,Port2,32.264042857142854
Port2,Port10,15.342813535645472
Port10,Port2,34.47151612554112
Port2,Ma'anshan,16.576096146435454
Ma'anshan,Port2,37.24239783549784
Port2,Wuhu,18.647387090558766
Wuhu,Port2,41.89607748917749
Port3,Changshu,0.07750120423892101
Changshu,Port3,0.17412608225108225
Port3,Port4,0.2564653179190752
Port4,Port3,0.5762142857142857
Port3,Nantong,1.4744183526011563
Nantong,Port3,3.3126542207792204
Port3,Zhangjiagang,2.534148603082852
Zhangjiagang,Port3,5.693606601731602
Port3,Port5,3.1771509633911377
Port5,Port3,7.1382742424242425
Port3,Port6,3.315164691714837
Port6,Port3,7.448357034632035
Port3,Jiangyin,4.268252649325627
Jiangyin,Port3,9.589710497835496
Port3,Gaogang,7.254765173410406
Gaogang,Port3,16.299667207792208
Port3,Port7,9.710067389210021
Port7,Port3,21.816125432900428
Port3,Zhenjiang,9.904090799614645
Zhenjiang,Port3,22.25204816017316
Port3,Port8,12.385266618497111
Port8,Port3,27.82663798701298
Port3,Port9,13.074655780346822
Port9,Port3,29.375525324675316
Port3,Nanjing,13.75765534682081
Nanjing,Port3,30.910056818181815
Port3,Port10,14.740172350674374
Port10,Port3,33.11753008658008
Port3,Ma'anshan,15.973454961464356
Ma'anshan,Port3,35.8884117965368
Port3,Wuhu,18.044745905587668
Wuhu,Port3,40.54209145021645
Changshu,Port4,0.17896411368015416
Port4,Changshu,0.40208820346320345
Changshu,Nantong,1.3969171483622351
Nantong,Changshu,3.1385281385281383
Changshu,Zhangjiagang,2.4566473988439306
Zhangjiagang,Changshu,5.51948051948052
Changshu,Port5,3.099649759152216
Port5,Changshu,6.96414816017316
Changshu,Port6,3.2376634874759156
Port6,Changshu,7.274230952380952
Changshu,Jiangyin,4.190751445086706
Jiangyin,Changshu,9.415584415584414
Changshu,Gaogang,7.177263969171484
Gaogang,Changshu,16.125541125541126
Changshu,Port7,9.632566184971099
Port7,Changshu,21.641999350649346
Changshu,Zhenjiang,9.826589595375722
Zhenjiang,Changshu,22.07792207792208
Changshu,Port8,12.307765414258188
Port8,Changshu,27.652511904761898
Changshu,Port9,12.9971545761079
Port9,Changshu,29.201399242424234
Changshu,Nanjing,13.680154142581888
Nanjing,Changshu,30.735930735930733
Changshu,Port10,14.662671146435452
Port10,Changshu,32.943404004329
Changshu,Ma'anshan,15.895953757225433
Ma'anshan,Changshu,35.714285714285715
Changshu,Wuhu,17.967244701348747
Wuhu,Changshu,40.36796536796537
Port4,Nantong,1.217953034682081
Nantong,Port4,2.7364399350649347
Port4,Zhangjiagang,2.2776832851637767
Zhangjiagang,Port4,5.117392316017316
Port4,Port5,2.920685645472062
Port5,Port4,6.562059956709956
Port4,Port6,3.0586993737957617
Port6,Port4,6.8721427489177485
Port4,Jiangyin,4.011787331406552
Jiangyin,Port4,9.013496212121211
Port4,Gaogang,6.9982998554913305
Gaogang,Port4,15.723452922077922
Port4,Port7,9.453602071290945
Port7,Port4,21.23991114718614
Port4,Zhenjiang,9.647625481695568
Zhenjiang,Port4,21.675833874458874
Port4,Port8,12.128801300578035
Port8,Port4,27.250423701298693
Port4,Port9,12.818190462427745
Port9,Port4,28.79931103896103
Port4,Nanjing,13.501190028901734
Nanjing,Port4,30.33384253246753
Port4,Port10,14.483707032755298
Port10,Port4,32.541315800865796
Port4,Ma'anshan,15.71698964354528
Ma'anshan,Port4,35.312197510822514
Port4,Wuhu,17.788280587668595
Wuhu,Port4,39.96587716450217
Nantong,Zhangjiagang,1.0597302504816957
Zhangjiagang,Nantong,2.380952380952381
Nantong,Port5,1.702732610789981
Port5,Nantong,3.8256200216450216
Nantong,Port6,1.8407463391136805
Port6,Nantong,4.135702813852814
Nantong,Jiangyin,2.7938342967244707
Jiangyin,Nantong,6.277056277056277
Nantong,Gaogang,5.78034682080925
Gaogang,Nantong,12.987012987012987
Nantong,Port7,8.235649036608864
Port7,Nantong,18.50347121212121
Nantong,Zhenjiang,8.429672447013488
Zhenjiang,Nantong,18.939393939393938
Nantong,Port8,10.910848265895954
Port8,Nantong,24.51398376623376
Nantong,Port9,11.600237427745665
Port9,Nantong,26.062871103896097
Nantong,Nanjing,12.283236994219653
Nanjing,Nantong,27.597402597402596
Nantong,Port10,13.265753998073217
Port10,Nantong,29.804875865800863
Nantong,Ma'anshan,14.499036608863198
Ma'anshan,Nantong,32.57575757575758
Nantong,Wuhu,16.570327552986512
Wuhu,Nantong,37.22943722943723
Zhangjiagang,Port5,0.6430023603082853
Port5,Zhangjiagang,1.4446676406926406
Zhangjiagang,Port6,0.7810160886319847
Port6,Zhangjiagang,1.7547504329004329
Zhangjiagang,Jiangyin,1.7341040462427748
Jiangyin,Zhangjiagang,3.896103896103896
Zhangjiagang,Gaogang,4.720616570327554
Gaogang,Zhangjiagang,10.606060606060606
Zhangjiagang,Port7,7.175918786127168
Port7,Zhangjiagang,16.12251883116883
Zhangjiagang,Zhenjiang,7.369942196531793
Zhenjiang,Zhangjiagang,16.558441558441558
Zhangjiagang,Port8,9.85111801541426
Port8,Zhangjiagang,22.13303138528138
Zhangjiagang,Port9,10.54050717726397
Port9,Zhangjiagang,23.681918722943717
Zhangjiagang,Nanjing,11.223506743737959
Nanjing,Zhangjiagang,25.216450216450216
Zhangjiagang,Port10,12.206023747591523
Port10,Zhangjiagang,27.423923484848483
Zhangjiagang,Ma'anshan,13.439306358381504
Ma'anshan,Zhangjiagang,30.194805194805195
Zhangjiagang,Wuhu,15.510597302504818
Wuhu,Zhangjiagang,34.84848484848485
Port5,Port6,0.13801372832369943
Port6,Port5,0.3100827922077922
Port5,Jiangyin,1.0911016859344895
Jiangyin,Port5,2.4514362554112554
Port5,Gaogang,4.077614210019268
Gaogang,Port5,9.161392965367964
Port5,Port7,6.5329164258188825
Port7,Port5,14.67785119047619
Port5,Zhenjiang,6.726939836223507
Zhenjiang,Port5,15.113773917748917
Port5,Port8,9.208115655105974
Port8,Port5,20.68836374458874
Port5,Port9,9.897504816955685
Port9,Port5,22.237251082251078
Port5,Nanjing,10.580504383429673
Nanjing,Port5,23.771782575757577
Port5,Port10,11.563021387283237
Port10,Port5,25.979255844155844
Port5,Ma'anshan,12.796303998073219
Ma'anshan,Port5,28.750137554112555
Port5,Wuhu,14.867594942196533
Wuhu,Port5,33.40381720779221
Port6,Jiangyin,0.9530879576107901
Jiangyin,Port6,2.141353463203463
Port6,Gaogang,3.9396004816955688
Gaogang,Port6,8.851310173160172
Port6,Port7,6.3949026974951835
Port7,Port6,14.367768398268398
Port6,Zhenjiang,6.588926107899808
Zhenjiang,Port6,14.803691125541125
Port6,Port8,9.070101926782275
Port8,Port6,20.37828095238095
Port6,Port9,9.759491088631986
Port9,Port6,21.927168290043287
Port6,Nanjing,10.442490655105974
Nanjing,Port6,23.461699783549783
Port6,Port10,11.425007658959538
Port10,Port6,25.66917305194805
Port6,Ma'anshan,12.65829026974952
Ma'anshan,Port6,28.44005476190476
Port6,Wuhu,14.729581213872834
Wuhu,Port6,33.093734415584414
Jiangyin,Gaogang,2.9865125240847785
Gaogang,Jiangyin,6.7099567099567095
Jiangyin,Port7,5.441814739884393
Port7,Jiangyin,12.226414935064934
Jiangyin,Zhenjiang,5.635838150289017
Zhenjiang,Jiangyin,12.662337662337661
Jiangyin,Port8,8.117013969171484
Port8,Jiangyin,18.23692748917749
Jiangyin,Port9,8.806403131021195
Port9,Jiangyin,19.785814826839825
Jiangyin,Nanjing,9.489402697495184
Nanjing,Jiangyin,21.32034632034632
Jiangyin,Port10,10.471919701348748
Port10,Jiangyin,23.52781958874459
Jiangyin,Ma'anshan,11.705202312138729
Ma'anshan,Jiangyin,26.2987012987013
Jiangyin,Wuhu,13.776493256262043
Wuhu,Jiangyin,30.952380952380953
Gaogang,Port7,2.4553022157996147
Port7,Gaogang,5.516458225108225
Gaogang,Zhenjiang,2.649325626204239
Zhenjiang,Gaogang,5.952380952380952
Gaogang,Port8,5.130501445086706
Port8,Gaogang,11.526970779220779
Gaogang,Port9,5.819890606936417
Port9,Gaogang,13.075858116883117
Gaogang,Nanjing,6.502890173410405
Nanjing,Gaogang,14.61038961038961
Gaogang,Port10,7.485407177263969
Port10,Gaogang,16.817862878787878
Gaogang,Ma'anshan,8.71868978805395
Ma'anshan,Gaogang,19.58874458874459
Gaogang,Wuhu,10.789980732177264
Wuhu,Gaogang,24.242424242424242
Port7,Zhenjiang,0.19402341040462429
Zhenjiang,Port7,0.43592272727272724
Port7,Port8,2.6751992292870908
Port8,Port7,6.010512554112554
Port7,Port9,3.364588391136802
Port9,Port7,7.559399891774892
Port7,Nanjing,4.047587957610791
Nanjing,Port7,9.093931385281385
Port7,Port10,5.030104961464355
Port10,Port7,11.301404653679654
Port7,Ma'anshan,6.263387572254336
Ma'anshan,Port7,14.072286363636364
Port7,Wuhu,8.33467851637765
Wuhu,Port7,18.72596601731602
Zhenjiang,Port8,2.4811758188824666
Port8,Zhenjiang,5.574589826839827
Zhenjiang,Port9,3.170564980732178
Port9,Zhenjiang,7.123477164502165
Zhenjiang,Nanjing,3.853564547206166
Nanjing,Zhenjiang,8.658008658008658
Zhenjiang,Port10,4.836081551059731
Port10,Zhenjiang,10.865481926406927
Zhenjiang,Ma'anshan,6.0693641618497125
Ma'anshan,Zhenjiang,13.636363636363637
Zhenjiang,Wuhu,8.140655105973027
Wuhu,Zhenjiang,18.29004329004329
Port8,Port9,0.6893891618497111
Port9,Port8,1.5488873376623375
Port8,Nanjing,1.3723887283236995
Nanjing,Port8,3.083418831168831
Port8,Port10,2.354905732177264
Port10,Port8,5.2908920995671
Port8,Ma'anshan,3.588188342967245
Ma'anshan,Port8,8.06177380952381
Port8,Wuhu,5.659479287090559
Wuhu,Port8,12.715453463203463
Port9,Nanjing,0.6829995664739885
Nanjing,Port9,1.5345314935064935
Port9,Port10,1.6655165703275532
Port10,Port9,3.742004761904762
Port9,Ma'anshan,2.8987991811175338
Ma'anshan,Port9,6.5128864718614725
Port9,Wuhu,4.970090125240848
Wuhu,Port9,11.166566125541125
Nanjing,Port10,0.9825170038535647
Port10,Nanjing,2.2074732683982683
Nanjing,Ma'anshan,2.2157996146435455
Ma'anshan,Nanjing,4.978354978354979
Nanjing,Wuhu,4.2870905587668595
Wuhu,Nanjing,9.632034632034632
Port10,Ma'anshan,1.2332826107899808
Ma'anshan,Port10,2.77088170995671
Port10,Wuhu,3.304573554913295
Wuhu,Port10,7.424561363636364
Ma'anshan,Wuhu,2.071290944123314
Wuhu,Ma'anshan,4.653679653679654
