Source Port,Target Port,Distance
Nanjing,Anqing,281.0
Nanjing,Jiujiang,434.0
Nanjing,Nanchang,598.0
Nanjing,Huangshi,550.0
Nanjing,Port3,553.013675
Nanjing,Huanggang,582.0
Nanjing,Wuhan,679.0
Nanjing,Jiayu,806.0
Nanjing,Port4,849.903006
Nanjing,Honghu,851.0
Nanjing,Chenglingji,907.0
Nanjing,Changsha,1138.0
Nanjing,Jingzhou,1303.0
Nanjing,Yichang,1470.0
Nanjing,Chongqing,2130.0
Ma'anshan,Wuhu,43.0
Ma'anshan,Hefei,177.0
Ma'anshan,Port2,108.552595
Ma'anshan,Tongling,137.0
Ma'anshan,Chizhou,177.0
Ma'anshan,Anqing,235.0
Ma'anshan,Jiujiang,388.0
Ma'anshan,Nanchang,552.0
Ma'anshan,Huangshi,504.0
Ma'anshan,Port3,507.013675
Ma'anshan,Huanggang,536.0
Ma'anshan,Wuhan,633.0
Ma'anshan,Jiayu,760.0
Ma'anshan,Port4,803.903006
Ma'anshan,Honghu,805.0
Ma'anshan,Chenglingji,861.0
Ma'anshan,Changsha,1092.0
Ma'anshan,Jingzhou,1257.0
Ma'anshan,Yichang,1424.0
Ma'anshan,Chongqing,2084.0
Wuhu,Hefei,134.0
Wuhu,Port2,65.552595
Wuhu,Tongling,94.0
Wuhu,Chizhou,134.0
Wuhu,Anqing,192.0
Wuhu,Jiujiang,345.0
Wuhu,Nanchang,509.0
Wuhu,Huangshi,461.0
Wuhu,Port3,464.013675
Wuhu,Huanggang,493.0
Wuhu,Wuhan,590.0
Wuhu,Jiayu,717.0
Wuhu,Port4,760.903006
Wuhu,Honghu,762.0
Wuhu,Chenglingji,818.0
Wuhu,Changsha,1049.0
Wuhu,Jingzhou,1214.0
Wuhu,Yichang,1381.0
Wuhu,Chongqing,2041.0
Hefei,Port2,199.552595
Hefei,Tongling,228.0
Hefei,Chizhou,268.0
Hefei,Anqing,326.0
Hefei,Jiujiang,479.0
Hefei,Nanchang,643.0
Hefei,Huangshi,595.0
Hefei,Port3,598.013675
Hefei,Huanggang,627.0
Hefei,Wuhan,724.0
Hefei,Jiayu,851.0
Hefei,Port4,894.903006
Hefei,Honghu,896.0
Hefei,Chenglingji,952.0
Hefei,Changsha,1183.0
Hefei,Jingzhou,1348.0
Hefei,Yichang,1515.0
Hefei,Chongqing,2175.0
Port2,Tongling,28.447405
Port2,Chizhou,68.447405
Port2,Anqing,126.447405
Port2,Jiujiang,279.447405
Port2,Nanchang,443.447405
Port2,Huangshi,395.447405
Port2,Port3,398.46108
Port2,Huanggang,427.447405
Port2,Wuhan,524.447405
Port2,Jiayu,651.447405
Port2,Port4,695.350411
Port2,Honghu,696.447405
Port2,Chenglingji,752.447405
Port2,Changsha,983.447405
Port2,Jingzhou,1148.447405
Port2,Yichang,1315.447405
Port2,Chongqing,1975.447405
Tongling,Chizhou,40.0
Tongling,Anqing,98.0
Tongling,Jiujiang,251.0
Tongling,Nanchang,415.0
Tongling,Huangshi,367.0
Tongling,Port3,370.013675
Tongling,Huanggang,399.0
Tongling,Wuhan,496.0
Tongling,Jiayu,623.0
Tongling,Port4,666.903006
Tongling,Honghu,668.0
Tongling,Chenglingji,724.0
Tongling,Changsha,955.0
Tongling,Jingzhou,1120.0
Tongling,Yichang,1287.0
Tongling,Chongqing,1947.0
Chizhou,Anqing,58.0
Chizhou,Jiujiang,211.0
Chizhou,Nanchang,375.0
Chizhou,Huangshi,327.0
Chizhou,Port3,330.013675
Chizhou,Huanggang,359.0
Chizhou,Wuhan,456.0
Chizhou,Jiayu,583.0
Chizhou,Port4,626.903006
Chizhou,Honghu,628.0
Chizhou,Chenglingji,684.0
Chizhou,Changsha,915.0
Chizhou,Jingzhou,1080.0
Chizhou,Yichang,1247.0
Chizhou,Chongqing,1907.0
Anqing,Jiujiang,153.0
Anqing,Nanchang,317.0
Anqing,Huangshi,269.0
Anqing,Port3,272.013675
Anqing,Huanggang,301.0
Anqing,Wuhan,398.0
Anqing,Jiayu,525.0
Anqing,Port4,568.903006
Anqing,Honghu,570.0
Anqing,Chenglingji,626.0
Anqing,Changsha,857.0
Anqing,Jingzhou,1022.0
Anqing,Yichang,1189.0
Anqing,Chongqing,1849.0
Jiujiang,Nanchang,164.0
Jiujiang,Huangshi,116.0
Jiujiang,Port3,119.013675
Jiujiang,Huanggang,148.0
Jiujiang,Wuhan,245.0
Jiujiang,Jiayu,372.0
Jiujiang,Port4,415.903006
Jiujiang,Honghu,417.0
Jiujiang,Chenglingji,473.0
Jiujiang,Changsha,704.0
Jiujiang,Jingzhou,869.0
Jiujiang,Yichang,1036.0
Jiujiang,Chongqing,1696.0
Nanchang,Huangshi,280.0
Nanchang,Port3,283.013675
Nanchang,Huanggang,312.0
Nanchang,Wuhan,409.0
Nanchang,Jiayu,536.0
Nanchang,Port4,579.903006
Nanchang,Honghu,581.0
Nanchang,Chenglingji,637.0
Nanchang,Changsha,868.0
Nanchang,Jingzhou,1033.0
Nanchang,Yichang,1200.0
Nanchang,Chongqing,1860.0
Huangshi,Port3,3.013675
Huangshi,Huanggang,32.0
Huangshi,Wuhan,129.0
Huangshi,Jiayu,256.0
Huangshi,Port4,299.903006
Huangshi,Honghu,301.0
Huangshi,Chenglingji,357.0
Huangshi,Changsha,588.0
Huangshi,Jingzhou,753.0
Huangshi,Yichang,920.0
Huangshi,Chongqing,1580.0
Port3,Huanggang,28.986325
Port3,Wuhan,125.986325
Port3,Jiayu,252.986325
Port3,Port4,296.88933099999997
Port3,Honghu,297.98632499999997
Port3,Chenglingji,353.98632499999997
Port3,Changsha,584.986325
Port3,Jingzhou,749.986325
Port3,Yichang,916.986325
Port3,Chongqing,1576.9863249999999
Huanggang,Wuhan,97.0
Huanggang,Jiayu,224.0
Huanggang,Port4,267.903006
Huanggang,Honghu,269.0
Huanggang,Chenglingji,325.0
Huanggang,Changsha,556.0
Huanggang,Jingzhou,721.0
Huanggang,Yichang,888.0
Huanggang,Chongqing,1548.0
Wuhan,Jiayu,127.0
Wuhan,Port4,170.903006
Wuhan,Honghu,172.0
Wuhan,Chenglingji,228.0
Wuhan,Changsha,459.0
Wuhan,Jingzhou,624.0
Wuhan,Yichang,791.0
Wuhan,Chongqing,1451.0
Jiayu,Port4,43.903006
Jiayu,Honghu,45.0
Jiayu,Chenglingji,101.0
Jiayu,Changsha,332.0
Jiayu,Jingzhou,497.0
Jiayu,Yichang,664.0
Jiayu,Chongqing,1324.0
Port4,Honghu,1.096994
Port4,Chenglingji,57.096994
Port4,Changsha,288.096994
Port4,Jingzhou,453.096994
Port4,Yichang,620.096994
Port4,Chongqing,1280.096994
Honghu,Chenglingji,56.0
Honghu,Changsha,287.0
Honghu,Jingzhou,452.0
Honghu,Yichang,619.0
Honghu,Chongqing,1279.0
Chenglingji,Changsha,231.0
Chenglingji,Jingzhou,396.0
Chenglingji,Yichang,563.0
Chenglingji,Chongqing,1223.0
Changsha,Jingzhou,627.0
Changsha,Yichang,794.0
Changsha,Chongqing,1454.0
Jingzhou,Yichang,167.0
Jingzhou,Chongqing,827.0
Yichang,Chongqing,660.0
